simulationId,slug,class,gradeBand,chapter,topic,activityNumber,activityTitle,subject,primaryArchetype,secondaryArchetypes,simulationFormat,xrFitType,comfortRiskLevel,expectedDurationMinutes,packageSizeTargetMb,reuseGroup,implementationNotes
sim-c08-ch13-a01-conductivity-of-electricity-in-liquids,c8-ch13-a01-conductivity-of-electricity-in-liquids,8,class6To8,13,Chemical Effects of Electric Current,1,Conductivity of Electricity in liquids,physics,experimentBench,measurementGraph,practicalLabSimulation,strongVrFit,low,10,225,physics:chemical-effects-of-electric-current,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c08-ch13-a02-electroplating,c8-ch13-a02-electroplating,8,class6To8,13,Chemical Effects of Electric Current,2,Electroplating,physics,experimentBench,measurementGraph,practicalLabSimulation,strongVrFit,low,10,225,physics:chemical-effects-of-electric-current,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c08-ch13-a03-a-visit-to-the-electroplating-industry,c8-ch13-a03-a-visit-to-the-electroplating-industry,8,class6To8,13,Chemical Effects of Electric Current,3,A visit to the electroplating industry,physics,guidedTour,experimentBench|measurementGraph,virtualFieldVisit,strongVrFit,low,11,375,physics:chemical-effects-of-electric-current,"Use bounded teleport or seated 360 scene with hotspots, instructor pauses, and companion observation sheet."
sim-c08-ch14-a01-types-of-charges-their-interaction-and-transfer-of-charges,c8-ch14-a01-types-of-charges-their-interaction-and-transfer-of-charges,8,class6To8,14,Some Natural Phenomena,1,"Types of charges, their interaction and Transfer of Charges",science,modelInspection,sortingBoard,interactive3d,strongVrFit,low,10,250,science:some-natural-phenomena,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch14-a02-what-causes-lightning,c8-ch14-a02-what-causes-lightning,8,class6To8,14,Some Natural Phenomena,2,What causes Lightning,physics,modelInspection,,interactive3d,strongVrFit,medium,10,250,physics:some-natural-phenomena,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch14-a03-seismograph-and-its-working,c8-ch14-a03-seismograph-and-its-working,8,class6To8,14,Some Natural Phenomena,3,Seismograph and its working,science,processTimeline,measurementGraph,guidedVisualization,strongVrFit,medium,10,210,science:some-natural-phenomena,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c08-ch15-a01-laws-of-reflection,c8-ch15-a01-laws-of-reflection,8,class6To8,15,Light,1,Laws of reflection,physics,experimentBench,,practicalLabSimulation,strongVrFit,low,10,225,physics:light,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c08-ch15-a02-regular-and-irregular-reflection,c8-ch15-a02-regular-and-irregular-reflection,8,class6To8,15,Light,2,Regular and irregular reflection,physics,experimentBench,,practicalLabSimulation,strongVrFit,low,10,225,physics:light,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c08-ch15-a03-the-periscope-and-its-function,c8-ch15-a03-the-periscope-and-its-function,8,class6To8,15,Light,3,The Periscope and its function,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:light,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch15-a04-human-eye-anatomy,c8-ch15-a04-human-eye-anatomy,8,class6To8,15,Light,4,Human Eye Anatomy,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:light,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch15-a05-defects-of-vision-myopia-and-how-is-it-corrected,c8-ch15-a05-defects-of-vision-myopia-and-how-is-it-corrected,8,class6To8,15,Light,5,Defects of Vision : Myopia and how is it corrected,physics,sortingBoard,,interactive3d,strongVrFit,low,9,140,physics:light,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c08-ch15-a06-defects-of-vision-hypermetropia-and-how-is-it-corrected,c8-ch15-a06-defects-of-vision-hypermetropia-and-how-is-it-corrected,8,class6To8,15,Light,6,Defects of Vision : Hypermetropia and how is it corrected,physics,guidedTour,sortingBoard,virtualFieldVisit,strongVrFit,low,11,375,physics:light,"Use bounded teleport or seated 360 scene with hotspots, instructor pauses, and companion observation sheet."
sim-c08-ch15-a07-defects-of-vision-presbyopia-and-how-is-it-corrected,c8-ch15-a07-defects-of-vision-presbyopia-and-how-is-it-corrected,8,class6To8,15,Light,7,Defects of Vision: Presbyopia and how is it corrected,physics,sortingBoard,,interactive3d,strongVrFit,low,9,140,physics:light,"Use drag-sort classification with immediate feedback, misconception traps, and instructor review mode."
sim-c08-ch16-a01-day-and-night-cycle-on-the-earth,c8-ch16-a01-day-and-night-cycle-on-the-earth,8,class6To8,16,Stars and The Solar System,1,Day and Night cycle on the earth,physics,modelInspection,processTimeline,interactive3d,strongVrFit,low,10,250,physics:stars-and-the-solar-system,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch16-a02-change-of-seasons-on-earth,c8-ch16-a02-change-of-seasons-on-earth,8,class6To8,16,Stars and The Solar System,2,Change of seasons on earth,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:stars-and-the-solar-system,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch16-a03-phases-of-the-moon,c8-ch16-a03-phases-of-the-moon,8,class6To8,16,Stars and The Solar System,3,Phases of the moon,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:stars-and-the-solar-system,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch16-a04-introduction-to-the-solar-system,c8-ch16-a04-introduction-to-the-solar-system,8,class6To8,16,Stars and The Solar System,4,Introduction to the solar system,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:stars-and-the-solar-system,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch16-a05-constellations,c8-ch16-a05-constellations,8,class6To8,16,Stars and The Solar System,5,Constellations,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:stars-and-the-solar-system,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch16-a06-comets-meteors-and-meteorites,c8-ch16-a06-comets-meteors-and-meteorites,8,class6To8,16,Stars and The Solar System,6,"Comets, meteors, and meteorites",physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:stars-and-the-solar-system,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch16-a07-artiflcial-satellites,c8-ch16-a07-artiflcial-satellites,8,class6To8,16,Stars and The Solar System,7,Artiflcial satellites,physics,modelInspection,,interactive3d,strongVrFit,low,10,250,physics:stars-and-the-solar-system,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c08-ch17-a01-air-pollution,c8-ch17-a01-air-pollution,8,class6To8,17,Pollution of Air and Water,1,Air Pollution,environmentalScience,scenario,,guidedVisualization,strongVrFit,low,10,200,environmentalScience:pollution-of-air-and-water,"Use decision scenario with safe choices, consequence preview, and debrief focused on reasoning rather than score."
sim-c09-ch01-a01-matters-in-our-surroundings,c9-ch01-a01-matters-in-our-surroundings,9,class9To10,1,Matter in Our Surroundings,1,Matters in our surroundings,chemistry,modelInspection,,interactive3d,strongVrFit,low,12,400,chemistry:matter-in-our-surroundings,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch01-a02-states-of-matter,c9-ch01-a02-states-of-matter,9,class9To10,1,Matter in Our Surroundings,2,States of Matter,chemistry,modelInspection,,interactive3d,strongVrFit,low,12,400,chemistry:matter-in-our-surroundings,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch01-a03-changes-of-states-of-the-matter,c9-ch01-a03-changes-of-states-of-the-matter,9,class9To10,1,Matter in Our Surroundings,3,Changes of states of the matter,chemistry,modelInspection,,interactive3d,strongVrFit,low,12,400,chemistry:matter-in-our-surroundings,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch02-a01-element-compound-and-mixture,c9-ch02-a01-element-compound-and-mixture,9,class9To10,2,Is Matter Around Us Pure?,1,"Element, compound And mixture",chemistry,modelInspection,,interactive3d,strongVrFit,low,12,400,chemistry:is-matter-around-us-pure,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch02-a02-types-of-mixtures,c9-ch02-a02-types-of-mixtures,9,class9To10,2,Is Matter Around Us Pure?,2,Types of mixtures,chemistry,modelInspection,sortingBoard,interactive3d,strongVrFit,low,12,400,chemistry:is-matter-around-us-pure,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch02-a03-what-is-a-solution,c9-ch02-a03-what-is-a-solution,9,class9To10,2,Is Matter Around Us Pure?,3,What is a solution?,chemistry,modelInspection,,interactive3d,strongVrFit,low,12,400,chemistry:is-matter-around-us-pure,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch02-a04-what-is-a-suspension,c9-ch02-a04-what-is-a-suspension,9,class9To10,2,Is Matter Around Us Pure?,4,What is a suspension?,chemistry,modelInspection,,interactive3d,strongVrFit,low,12,400,chemistry:is-matter-around-us-pure,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch02-a05-what-is-a-colloidal-solution,c9-ch02-a05-what-is-a-colloidal-solution,9,class9To10,2,Is Matter Around Us Pure?,5,What is a Colloidal solution?,chemistry,modelInspection,,interactive3d,strongVrFit,low,12,400,chemistry:is-matter-around-us-pure,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch02-a06-separating-components-of-a-mixture,c9-ch02-a06-separating-components-of-a-mixture,9,class9To10,2,Is Matter Around Us Pure?,6,Separating components of a mixture,chemistry,modelInspection,,interactive3d,strongVrFit,low,12,400,chemistry:is-matter-around-us-pure,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch02-a07-separation-of-immiscible-liquids,c9-ch02-a07-separation-of-immiscible-liquids,9,class9To10,2,Is Matter Around Us Pure?,7,Separation of Immiscible Liquids,chemistry,processTimeline,,guidedVisualization,strongVrFit,low,12,336,chemistry:is-matter-around-us-pure,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c09-ch02-a08-separation-of-miscible-liquids,c9-ch02-a08-separation-of-miscible-liquids,9,class9To10,2,Is Matter Around Us Pure?,8,Separation of Miscible Liquids,chemistry,processTimeline,,guidedVisualization,strongVrFit,low,12,336,chemistry:is-matter-around-us-pure,"Use staged timeline with progressive reveal, scrubber, cue-card checkpoints, and final sequence recap."
sim-c09-ch03-a01-law-of-conservation-of-mass,c9-ch03-a01-law-of-conservation-of-mass,9,class9To10,3,Atoms and Molecules,1,Law of conservation of mass,chemistry,experimentBench,modelInspection,practicalLabSimulation,strongVrFit,low,12,360,chemistry:atoms-and-molecules,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c09-ch03-a02-law-of-constant-proportions,c9-ch03-a02-law-of-constant-proportions,9,class9To10,3,Atoms and Molecules,2,Law of constant proportions,chemistry,experimentBench,modelInspection,practicalLabSimulation,strongVrFit,low,12,360,chemistry:atoms-and-molecules,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c09-ch03-a03-information-about-atom,c9-ch03-a03-information-about-atom,9,class9To10,3,Atoms and Molecules,3,Information about atom,chemistry,modelInspection,processTimeline,interactive3d,strongVrFit,low,12,400,chemistry:atoms-and-molecules,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch03-a04-molecules-of-elements,c9-ch03-a04-molecules-of-elements,9,class9To10,3,Atoms and Molecules,4,Molecules of elements,chemistry,modelInspection,,interactive3d,strongVrFit,low,12,400,chemistry:atoms-and-molecules,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch04-a01-the-structure-of-an-atom,c9-ch04-a01-the-structure-of-an-atom,9,class9To10,4,Structure of The Atom,1,The Structure of an Atom,chemistry,modelInspection,,interactive3d,strongVrFit,low,12,400,chemistry:structure-of-the-atom,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch04-a02-thomson-rutherford-and-bohr-s-model-of-the-atom,c9-ch04-a02-thomson-rutherford-and-bohr-s-model-of-the-atom,9,class9To10,4,Structure of The Atom,2,"Thomson, Rutherford, and Bohr's model of the atom",chemistry,modelInspection,,interactive3d,strongVrFit,low,12,400,chemistry:structure-of-the-atom,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch04-a03-atomic-number-and-atomic-mass,c9-ch04-a03-atomic-number-and-atomic-mass,9,class9To10,4,Structure of The Atom,3,Atomic Number and Atomic Mass,chemistry,modelInspection,,interactive3d,strongVrFit,low,12,400,chemistry:structure-of-the-atom,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch04-a04-electronic-configuration-of-elements,c9-ch04-a04-electronic-configuration-of-elements,9,class9To10,4,Structure of The Atom,4,Electronic Configuration of elements,chemistry,modelInspection,,interactive3d,strongVrFit,low,12,400,chemistry:structure-of-the-atom,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch04-a05-valency-of-the-electron,c9-ch04-a05-valency-of-the-electron,9,class9To10,4,Structure of The Atom,5,Valency of the electron,chemistry,modelInspection,,interactive3d,strongVrFit,low,12,400,chemistry:structure-of-the-atom,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch04-a06-noble-gases,c9-ch04-a06-noble-gases,9,class9To10,4,Structure of The Atom,6,Noble gases,chemistry,modelInspection,,interactive3d,strongVrFit,low,12,400,chemistry:structure-of-the-atom,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch04-a07-isotopes-and-isobars,c9-ch04-a07-isotopes-and-isobars,9,class9To10,4,Structure of The Atom,7,Isotopes and Isobars,chemistry,modelInspection,,interactive3d,strongVrFit,low,12,400,chemistry:structure-of-the-atom,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch05-a01-basic-structure-of-animal-cell,c9-ch05-a01-basic-structure-of-animal-cell,9,class9To10,5,The Fundamental Unit of Life,1,Basic structure of Animal cell,biology,guidedTour,modelInspection,virtualFieldVisit,strongVrFit,low,12,600,biology:the-fundamental-unit-of-life,"Use bounded teleport or seated 360 scene with hotspots, instructor pauses, and companion observation sheet."
sim-c09-ch05-a02-cells-of-the-human-body,c9-ch05-a02-cells-of-the-human-body,9,class9To10,5,The Fundamental Unit of Life,2,Cells of the human body,biology,guidedTour,modelInspection,virtualFieldVisit,strongVrFit,low,12,600,biology:the-fundamental-unit-of-life,"Use bounded teleport or seated 360 scene with hotspots, instructor pauses, and companion observation sheet."
sim-c09-ch06-a01-meristematic-tissue-of-plants,c9-ch06-a01-meristematic-tissue-of-plants,9,class9To10,6,Tissues part - 1,1,Meristematic Tissue of plants,biology,guidedTour,,virtualFieldVisit,strongVrFit,low,12,600,biology:tissues-part-1,"Use bounded teleport or seated 360 scene with hotspots, instructor pauses, and companion observation sheet."
sim-c09-ch06-a02-epidermal-and-guard-cells,c9-ch06-a02-epidermal-and-guard-cells,9,class9To10,6,Tissues part - 1,2,Epidermal and Guard Cells,biology,modelInspection,,interactive3d,strongVrFit,low,12,400,biology:tissues-part-1,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch07-a01-epithelial-tissue,c9-ch07-a01-epithelial-tissue,9,class9To10,7,Tissue part - 2,1,Epithelial Tissue,biology,modelInspection,,interactive3d,strongVrFit,low,12,400,biology:tissue-part-2,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch07-a02-connective-tissue,c9-ch07-a02-connective-tissue,9,class9To10,7,Tissue part - 2,2,Connective Tissue,biology,modelInspection,,interactive3d,strongVrFit,low,12,400,biology:tissue-part-2,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch07-a03-nervous-tissue,c9-ch07-a03-nervous-tissue,9,class9To10,7,Tissue part - 2,3,Nervous Tissue,biology,modelInspection,,interactive3d,strongVrFit,low,12,400,biology:tissue-part-2,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch08-a01-biological-classification,c9-ch08-a01-biological-classification,9,class9To10,8,Diversity in Living Organisms,1,Biological Classification,biology,modelInspection,sortingBoard,interactive3d,strongVrFit,low,12,400,biology:diversity-in-living-organisms,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch08-a02-the-five-kingdom-classiflcation,c9-ch08-a02-the-five-kingdom-classiflcation,9,class9To10,8,Diversity in Living Organisms,2,The five kingdom classiflcation,biology,modelInspection,,interactive3d,strongVrFit,low,12,400,biology:diversity-in-living-organisms,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch08-a03-classification-of-plants,c9-ch08-a03-classification-of-plants,9,class9To10,8,Diversity in Living Organisms,3,Classification of Plants,biology,guidedTour,modelInspection|sortingBoard,virtualFieldVisit,strongVrFit,low,12,600,biology:diversity-in-living-organisms,"Use bounded teleport or seated 360 scene with hotspots, instructor pauses, and companion observation sheet."
sim-c09-ch08-a04-classification-of-animals,c9-ch08-a04-classification-of-animals,9,class9To10,8,Diversity in Living Organisms,4,Classification of Animals,biology,modelInspection,sortingBoard,interactive3d,strongVrFit,low,12,400,biology:diversity-in-living-organisms,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch08-a05-classes-of-vertebrates,c9-ch08-a05-classes-of-vertebrates,9,class9To10,8,Diversity in Living Organisms,5,Classes of Vertebrates,biology,modelInspection,measurementGraph,interactive3d,strongVrFit,low,12,400,biology:diversity-in-living-organisms,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch08-a06-binomial-nomenclature,c9-ch08-a06-binomial-nomenclature,9,class9To10,8,Diversity in Living Organisms,6,Binomial nomenclature,biology,modelInspection,,interactive3d,strongVrFit,low,12,400,biology:diversity-in-living-organisms,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch09-a01-uniform-motion,c9-ch09-a01-uniform-motion,9,class9To10,9,Motion,1,Uniform motion,physics,modelInspection,,interactive3d,strongVrFit,low,12,400,physics:motion,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch09-a02-velocity-vs-time-graph-for-uniform-motion,c9-ch09-a02-velocity-vs-time-graph-for-uniform-motion,9,class9To10,9,Motion,2,Velocity vs Time graph for uniform motion,physics,measurementGraph,,interactive3d,strongVrFit,low,11,200,physics:motion,"Use instrument panel, recorded readings, plotted graph, and one interpretable data question."
sim-c09-ch09-a03-distance-vs-time-graph-for-uniform-motion,c9-ch09-a03-distance-vs-time-graph-for-uniform-motion,9,class9To10,9,Motion,3,Distance vs Time graph for uniform motion,physics,measurementGraph,,interactive3d,strongVrFit,low,11,200,physics:motion,"Use instrument panel, recorded readings, plotted graph, and one interpretable data question."
sim-c09-ch09-a04-non-uniform-motion,c9-ch09-a04-non-uniform-motion,9,class9To10,9,Motion,4,Non-Uniform motion,physics,modelInspection,,interactive3d,strongVrFit,low,12,400,physics:motion,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch09-a05-distance-vs-time-graph-for-non-uniform-motion,c9-ch09-a05-distance-vs-time-graph-for-non-uniform-motion,9,class9To10,9,Motion,5,Distance Vs Time Graph for non- uniform motion,physics,measurementGraph,,interactive3d,strongVrFit,low,11,200,physics:motion,"Use instrument panel, recorded readings, plotted graph, and one interpretable data question."
sim-c09-ch09-a06-velocity-vs-time-graph-for-non-uniform-motion,c9-ch09-a06-velocity-vs-time-graph-for-non-uniform-motion,9,class9To10,9,Motion,6,Velocity Vs Time Graph for non- uniform motion,physics,measurementGraph,,interactive3d,strongVrFit,low,11,200,physics:motion,"Use instrument panel, recorded readings, plotted graph, and one interpretable data question."
sim-c09-ch10-a01-balanced-and-unbalanced-forces,c9-ch10-a01-balanced-and-unbalanced-forces,9,class9To10,10,Force and Laws of Motion,1,Balanced and Unbalanced forces,physics,systemMap,,guidedVisualization,strongVrFit,low,12,304,physics:force-and-laws-of-motion,"Use node-flow system map with visible inputs, outputs, feedback loops, and local-context example where possible."
sim-c09-ch10-a02-inertia-and-mass,c9-ch10-a02-inertia-and-mass,9,class9To10,10,Force and Laws of Motion,2,Inertia and mass,physics,modelInspection,,interactive3d,strongVrFit,low,12,400,physics:force-and-laws-of-motion,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch10-a03-the-second-law-of-motion,c9-ch10-a03-the-second-law-of-motion,9,class9To10,10,Force and Laws of Motion,3,The Second law of motion,physics,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,physics:force-and-laws-of-motion,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c09-ch10-a04-the-third-law-of-motion,c9-ch10-a04-the-third-law-of-motion,9,class9To10,10,Force and Laws of Motion,4,The Third law of motion,physics,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,physics:force-and-laws-of-motion,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c09-ch10-a05-conservation-of-momentum,c9-ch10-a05-conservation-of-momentum,9,class9To10,10,Force and Laws of Motion,5,Conservation of momentum,physics,modelInspection,,interactive3d,strongVrFit,low,12,400,physics:force-and-laws-of-motion,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch10-a06-the-relation-between-galileo-s-track-and-the-first-law-of-motion,c9-ch10-a06-the-relation-between-galileo-s-track-and-the-first-law-of-motion,9,class9To10,10,Force and Laws of Motion,6,The relation between Galileo's track and the first law of motion,physics,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,physics:force-and-laws-of-motion,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c09-ch11-a01-universal-law-of-gravitation,c9-ch11-a01-universal-law-of-gravitation,9,class9To10,11,Gravitation,1,Universal Law of Gravitation,physics,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,physics:gravitation,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c09-ch11-a02-free-fall,c9-ch11-a02-free-fall,9,class9To10,11,Gravitation,2,Free Fall,physics,experimentBench,,practicalLabSimulation,strongVrFit,medium,12,360,physics:gravitation,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c09-ch11-a03-mass-and-weight,c9-ch11-a03-mass-and-weight,9,class9To10,11,Gravitation,3,Mass and Weight,physics,modelInspection,,interactive3d,strongVrFit,low,12,400,physics:gravitation,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch11-a04-thrust-and-pressure,c9-ch11-a04-thrust-and-pressure,9,class9To10,11,Gravitation,4,Thrust and Pressure,physics,modelInspection,,interactive3d,strongVrFit,low,12,400,physics:gravitation,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch11-a05-the-archimedes-principle,c9-ch11-a05-the-archimedes-principle,9,class9To10,11,Gravitation,5,The Archimedes principle,physics,modelInspection,,interactive3d,strongVrFit,low,12,400,physics:gravitation,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch12-a01-concept-of-work,c9-ch12-a01-concept-of-work,9,class9To10,12,Work and Energy,1,Concept of work,physics,modelInspection,,interactive3d,strongVrFit,low,12,400,physics:work-and-energy,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch12-a02-the-energy,c9-ch12-a02-the-energy,9,class9To10,12,Work and Energy,2,The Energy,physics,modelInspection,,interactive3d,strongVrFit,low,12,400,physics:work-and-energy,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch12-a03-the-kinetic-energy,c9-ch12-a03-the-kinetic-energy,9,class9To10,12,Work and Energy,3,The kinetic Energy,physics,modelInspection,,interactive3d,strongVrFit,low,12,400,physics:work-and-energy,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch12-a04-the-potential-energy,c9-ch12-a04-the-potential-energy,9,class9To10,12,Work and Energy,4,The Potential Energy,physics,modelInspection,,interactive3d,strongVrFit,low,12,400,physics:work-and-energy,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch12-a05-the-law-of-conservation-of-energy,c9-ch12-a05-the-law-of-conservation-of-energy,9,class9To10,12,Work and Energy,5,The Law of conservation of Energy,physics,experimentBench,,practicalLabSimulation,strongVrFit,low,12,360,physics:work-and-energy,"Use variable controls, predict-observe-explain prompts, resettable safe lab state, and visible invisible forces or particles where useful."
sim-c09-ch12-a06-potential-energy-of-an-object-at-a-height,c9-ch12-a06-potential-energy-of-an-object-at-a-height,9,class9To10,12,Work and Energy,6,Potential energy of an object at a height,physics,modelInspection,,interactive3d,strongVrFit,low,12,400,physics:work-and-energy,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch12-a07-the-power,c9-ch12-a07-the-power,9,class9To10,12,Work and Energy,7,The Power,physics,measurementGraph,,interactive3d,strongVrFit,low,11,200,physics:work-and-energy,"Use instrument panel, recorded readings, plotted graph, and one interpretable data question."
sim-c09-ch13-a01-sound-and-its-propagation,c9-ch13-a01-sound-and-its-propagation,9,class9To10,13,Sound Part 1,1,Sound and its propagation,physics,modelInspection,,interactive3d,strongVrFit,low,12,400,physics:sound-part-1,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch13-a02-sound-waves-are-longitudinal-waves,c9-ch13-a02-sound-waves-are-longitudinal-waves,9,class9To10,13,Sound Part 1,2,Sound waves are longitudinal waves,physics,modelInspection,,interactive3d,strongVrFit,low,12,400,physics:sound-part-1,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch13-a03-characteristics-of-sound-wave,c9-ch13-a03-characteristics-of-sound-wave,9,class9To10,13,Sound Part 1,3,Characteristics Of Sound wave,physics,modelInspection,,interactive3d,strongVrFit,low,12,400,physics:sound-part-1,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch13-a04-sonic-boom,c9-ch13-a04-sonic-boom,9,class9To10,13,Sound Part 1,4,Sonic boom,physics,modelInspection,,interactive3d,strongVrFit,medium,12,400,physics:sound-part-1,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch14-a01-echo,c9-ch14-a01-echo,9,class9To10,14,Sound Part 2,1,Echo,physics,modelInspection,,interactive3d,strongVrFit,low,12,400,physics:sound-part-2,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
sim-c09-ch14-a02-reverberation,c9-ch14-a02-reverberation,9,class9To10,14,Sound Part 2,2,Reverberation,physics,modelInspection,,interactive3d,strongVrFit,low,12,400,physics:sound-part-2,"Use labeled 3D inspection with isolate, zoom, explode, compare, and vocabulary layer."
